what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1417872928199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417872929795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417881405982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417881407141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417881999885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882001641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882268283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882268959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882281956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882282483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882288337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882290679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882311957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882312463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882355355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882356523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882392145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882392805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882511094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417882512661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417886810023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417886816352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417887102320
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417887103611
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1417887108410
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1417887108410
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1417887108410
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1417887108411
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1417887108411
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1417887108474
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1417887108474
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1417887108474
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1417887108572
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1417887108623
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1417887108623
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1417887108694
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1417887108777
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1417887108777
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1417887108777
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1417887108777
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1417887108838
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1417887108838
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1417887108839
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1417887108839
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1417887108839
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1417887108839
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1417887108841
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1417887108841
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1417887108841
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1417887108841
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1417887108841
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1417887108841
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1417887108841
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1417887108843
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1417887108843
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1417887108843
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1417887108843
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1417887108893
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1417887108984
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1417887109025
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1417887109071
